Title,Category,Course Type,Skills
Business Value and Project Management Specialization,Business,Specialization,"Organizational Structure, Project Execution, Financial Accounting, Strategic Management, Project Management, Accounting, Accrual, Financial Statement, Cash Flow, Cash Flow Statement, Knowledge of General Business Functions, Organization Design, "
Clinical Trials Operations Specialization,Health,Specialization,"Data Management, Trial Design, Ethics, Clinical Data Management, Data Collection, Clinical Trial Design, Randomization, Masking, Statistical Analysis, Monitoring, Reproducibility, Meta-Analysis, "
Investment Management with Python and Machine Learning Specialization,Business,Specialization,"Risk Management, Portfolio construction and analysis, Python programming skills, Implementation of data science techniques in investment decisions, Portfolio Optimization, Programming skills, Managing your own personal invetsments, Investment management knowledge, Computer Science, Expertise in data science, Advanced vizualisation, Basics of consuption-based alternative data, "
Data Analysis with R Specialization,Data Science,Specialization,"Statistics, R Programming, Rstudio, Exploratory Data Analysis, Statistical Inference, Statistical Hypothesis Testing, Linear Regression, Regression Analysis, "
Excel to MySQL: Analytic Techniques for Business Specialization,Business,Specialization,"Binary Classification, Data Analysis, Tableau Software, SQL, Business Analysis, Business Analytics, Business Process, Microsoft Excel, Linear Regression, Data Visualization (DataViz), Visualization (Computer Graphics), MySQL, "
Bayesian Statistics Specialization,Data Science,Specialization,"Bayesian Statistics, Data Science, R Programming, Data Analysis, Statistics, Bayesian Inference, Gibbs Sampling, Markov Model, Mixture Model, Forecasting, Dynamic Linear Modeling, Time Series, "
Data Science Foundations: Data Structures and Algorithms Specialization,Computer Science,Specialization,"Algorithm Design, Python Programming, Data Structure Design, Analysis of Algorithms, Hashtables, Graphs Algorithms, Intractability, "
Biostatistics in Public Health  Specialization,Health,Specialization,"Statistics, Statistical Hypothesis Testing, variability, regression, Normal Distribution, summary measures, binary data, Confidence Interval, p values, sampling, P-Value, Proportional Hazards Model, "
Algorithms for Battery Management Systems Specialization,Physical Science and Engineering,Specialization,"Design equivalent-circuit models for lithium-ion battery cells, Implement state-of-charge estimators for lithium-ion battery cells, Understand how lithium-ion battery cells work and basic requirements of battery-management systems, Implement state-of-health estimators for lithium-ion battery cells, Understand balancing requirements and implement power estimators for lithium-ion battery packs, Understand the requirements of a battery-management system, Understand how lithium-ion battery cells work, How to implement state-of-charge (SOC) estimators for lithium-ion battery cells, H​ow to implement state-of-health (SOH) estimators for lithium-ion battery cells, H​ow to design balancers and power-limits estimators for lithium-ion battery packs, "
"Effective Communication: Writing, Design, and Presentation Specialization",Business,Specialization,"Business Writing, Presentation, Graphic Design, Writing, Grammar, Communication, Graphics, Typography, Public Speaking, Communication Design, "
Financial Management Specialization,Business,Specialization,"Financial Mismanagement, Financial Management, Risk Management, Investment, Financial Aid Management, Financial Accounting, Accounting, Accrual, Financial Statement, Cash Flow, Cash Flow Statement, Stock, "
Game Design: Art and Concepts Specialization,Arts and Humanities,Specialization,"Interactive Storytelling, Game Design Document, Video Game Design, Game Design, Video Game Development, Gameplay, Level Design, Art, "
Neuroscience and Neuroimaging Specialization,Data Science,Specialization,"Experiment, Neuroscience, R Programming, Image Processing, Statistics, Statistical Analysis, Statistical Model, Preprocessor, Brain, Neurology, "
Electronic Music Production Specialization,Arts and Humanities,Specialization,"Audio Production, Audio Recording, Music, Sound Design, Audio Editing, Music Making, File Management, Ableton, MIDI programming, Create an electronic composition, Create custom synthesizer patches, Manipulate preset patches, "
Branding: The Creative Journey Specialization,Business,Specialization,"Creativity, Journalism, Branding, Communication, CX, Advertising, Logo, Brand, Brand Identity, Employment, Leadership, Management, "
Six Sigma Green Belt Specialization,Business,Specialization,"Lean Six Sigma, Process Improvement, Six Sigma Green Belt, Six Sigma, Process Capability, "
Excel/VBA for Creative Problem Solving Specialization,Computer Science,Specialization,"Microsoft Excel Vba, Computer Programming, Problem Solving, Arrays, Debugging, "
Business Statistics and Analysis Specialization,Data Science,Specialization,"Microsoft Excel, Linear Regression, Statistical Hypothesis Testing, Lookup Table, Data Analysis, Pivot Table, Statistics, Statistical Analysis, Normal Distribution, Poisson Distribution, Log–Log Plot, Interaction (Statistics), "
People and Soft Skills for Professional and Personal Success Specialization,Personal Development,Specialization,"Presentation Skills, Communication Skills, Professional Development, People Skills, Soft skills, teamwork, Listening Skills, Communication, Critical Thinking, Creative Skills, Powerpoint Skills, Agility, "
"Songwriting: Writing, Arranging, and Producing Music Specialization",Arts and Humanities,Specialization,"Music, arranging, Producing, Songwriting, Music recording, Poetry, Melodic Hooks, Melody, Harmony, Writing, Audio Recording, Music Making, "
Culture-Driven Team Building Specialization,Business,Specialization,"Team dynamics, Team Building, Collaboration, Intercultural Communication, Organizational Anthropology, Cultural Learning, Leadership, Organizational Culture, Emotional Intelligence, Team Management, "
Investment Management Specialization,Business,Specialization,"Investment Management, Risk Management, Financial Markets, Finance, Bond Market, Interest Rate, Stock, Portfolio Construction, Investment Style, Cognitive Bias, Investment, Portfolio Theories, "
Object Oriented Programming in Java Specialization,Computer Science,Specialization,"Data Structure, Hash Table, Java Programming, Object-Oriented Programming (OOP), Algorithms, Problem Solving, String (Computer Science), Cryptography, Logic Programming, Sorting Algorithm, Trees (Data Structures), Linked List, "
Fundamentals of Accounting  Specialization,Business,Specialization,"Income Statement, Cost, Financial Statement, Balance Sheet, Accounting, Accounting Terminology, Financial Ratio, "
Databases for Data Scientists Specialization,Information Technology,Specialization,"Database (DB) Design, Data Warehousing, NoSQL, database administration, SQL, Database (DBMS), Relational Models, Normalization, Entity–Relationship (E-R) Model, Data Science, Database Application, SQL (Structured Query Language), "
PostgreSQL for Everybody Specialization,Computer Science,Specialization,"Json, Database (DBMS), Natural Language Processing, SQL, "
Medical Terminology Specialization,Health,Specialization,"Communication, Medical language, Health records, human anatomy, "
Advanced Data Science with IBM Specialization,Data Science,Specialization,"Data Science, Internet Of Things (IOT), Deep Learning, Apache Spark, Statistics, Machine Learning, Long Short-Term Memory (ISTM), "
Probabilistic Graphical Models  Specialization,Data Science,Specialization,"Inference, Bayesian Network, Belief Propagation, Graphical Model, Markov Random Field, Gibbs Sampling, Markov Chain Monte Carlo (MCMC), Algorithms, Expectation–Maximization (EM) Algorithm, "
FPGA Design for Embedded Systems Specialization,Physical Science and Engineering,Specialization,"Softcore Processor Design, Writing Code in Verilog, Programmable Logic Design, VHDL Coding, Simulation for Verification, Primality Test, Verilog, Digital Design, Static Timing Analysis, Simulating FPGA Designs, Designing FPGA Logic, Designing Test Benches, "
School Health for Children and Adolescents Specialization,Health,Specialization,"Behavioral Health, School Health, Learning Disabilities, Medical Conditions, Nutrition, "
Statistical Analysis with R for Public Health Specialization,Health,Specialization,"Statistical Thinking, Survival Analysis, Logistic Regression, Data analysis with R, Linear Regression, Run basic analyses in R, R Programming, Understand common data distributions and types of variables, Formulate a scientific hypothesis, Correlation And Dependence, Understand common ways to choose what predictors go into a regression model, Run and interpret Kaplan-Meier curves in R, "
Music Business  Specialization,Business,Specialization,"Copyright, Music, Social Media, Business, Entrepreneurship, Music business, Revenue streams, Teambuilding, Contracts, Marketing, Crowdfunding, Networking, "
Healthcare IT Support Specialization,Health,Specialization,"Technical Support, Customer Support, Health Information Technology, Telemedicine, Electronic Health Records, "
Practical Guide to Trading Specialization,Business,Specialization,"Fundamental Analysis, World Markets, Futures, Equities, Options Strategies, Sectors, Mutual Funds, Stocks, Business Cycle, FX Case Study, FX Trading, currency pairs, "
